source_city,target_city,month,edge_weight
Beijing,Hong Kong,202405,1
Beijing,Hong Kong,202406,1
Beijing,Hong Kong,202407,1
Beijing,Hong Kong,202409,1
Beijing,Hong Kong,202410,1
Beijing,Hong Kong,202411,1
Beijing,Hong Kong,202412,1
Beijing,Hong Kong,202501,1
Beijing,Hong Kong,202502,1
Beijing,Hong Kong,202503,1
Beijing,Hong Kong,202504,1
Beijing,Hong Kong,202505,1
Beijing,Hong Kong,202506,1
Beijing,Hong Kong,202507,1
Beijing,Hong Kong,202508,1
Beijing,Hong Kong,202509,1
Beijing,Hong Kong,202510,1
Beijing,Hong Kong,202511,1
Beijing,Hong Kong,202512,1
Beijing,Hsinchu,202205,1
Beijing,Hsinchu,202208,1
Beijing,Hsinchu,202301,1
Beijing,Hsinchu,202302,1
Beijing,Hsinchu,202303,1
Beijing,Hsinchu,202305,1
Beijing,Hsinchu,202307,1
Beijing,Hsinchu,202312,1
Beijing,Hsinchu,202401,1
Beijing,Hsinchu,202408,1
Beijing,Hsinchu,202411,1
Beijing,Hsinchu,202503,1
Beijing,Hsinchu,202505,1
Beijing,Lyon,202201,1
Beijing,Lyon,202203,1
Beijing,Lyon,202204,1
Beijing,Lyon,202205,1
Beijing,Lyon,202209,1
Beijing,Lyon,202210,1
Beijing,Lyon,202211,1
Beijing,Lyon,202303,1
Beijing,Lyon,202304,1
Beijing,Lyon,202305,1
Beijing,Lyon,202306,1
Beijing,Lyon,202307,1
Beijing,Lyon,202308,1
Beijing,Lyon,202310,1
Beijing,Lyon,202311,1
Beijing,Lyon,202401,1
Beijing,Lyon,202406,1
Beijing,Lyon,202407,1
Beijing,Lyon,202408,1
Beijing,Lyon,202501,1
Beijing,Lyon,202509,1
Beijing,Shanghai,202201,1
Beijing,Shanghai,202202,1
Beijing,Shanghai,202203,1
Beijing,Shanghai,202204,1
Beijing,Shanghai,202205,1
Beijing,Shanghai,202206,1
Beijing,Shanghai,202207,1
Beijing,Shanghai,202208,1
Beijing,Shanghai,202209,1
Beijing,Shanghai,202210,1
Beijing,Shanghai,202211,1
Beijing,Shanghai,202212,1
Beijing,Shanghai,202301,1
Beijing,Shanghai,202302,1
Beijing,Shanghai,202303,1
Beijing,Shanghai,202304,1
Beijing,Shanghai,202305,1
Beijing,Shanghai,202306,1
Beijing,Shanghai,202307,1
Beijing,Shanghai,202308,1
Beijing,Shanghai,202309,1
Beijing,Shanghai,202310,1
Beijing,Shanghai,202311,1
Beijing,Shanghai,202312,1
Beijing,Shanghai,202401,1
Beijing,Shanghai,202402,1
Beijing,Shanghai,202403,1
Beijing,Shanghai,202404,1
Beijing,Shanghai,202405,1
Beijing,Shanghai,202406,1
Beijing,Shanghai,202407,1
Beijing,Shanghai,202408,1
Beijing,Shanghai,202409,1
Beijing,Shanghai,202410,1
Beijing,Shanghai,202411,1
Beijing,Shanghai,202412,1
Beijing,Shanghai,202501,1
Beijing,Shanghai,202502,1
Beijing,Shanghai,202503,1
Beijing,Shanghai,202504,1
Beijing,Shanghai,202505,1
Beijing,Shanghai,202506,1
Beijing,Shanghai,202507,1
Beijing,Shanghai,202508,1
Beijing,Shanghai,202509,1
Beijing,Shanghai,202510,1
Beijing,Shanghai,202511,1
Beijing,Shanghai,202512,1
Beijing,Singapore,202201,1
Beijing,Singapore,202202,1
Beijing,Singapore,202203,1
