city,country,lat,lon,entity_count,origination_count,origination_rate,adoption_count,adoption_rate,avg_lag,median_lag,collaboration_count,weighted_degree,betweenness,eigenvector_centrality,population_million,gdp_per_capita,education_tertiary_pct,internet_users_pct,rd_expenditure_pct,research_capacity,timezone_utc,region,origination_rate_pop,adoption_rate_pop,collaboration_rate_pop,lag_std,avg_lag_nonorig,cross_region_ratio_calc,pop_top25_share,orig_top25_share,lag_quality_corr,avg_fork_star_ratio,iei_std,iei_quality_corr,avg_iei,cluster,role
Delft,Netherlands,52.0116,4.3571,23,3.0,0.1304347826086956,73,3.1739130434782608,10.44,6.0,751.0,751,0.0040773180162689,0.0184287095169604,0.1,57025,88.0,95.0,2.32,1,0.5,Europe,30.0,730.0,7510.0,11.037796556189535,10.885714285714286,0.7017310252996005,0.6438356164383562,0.2804985572298814,0.3048053759756336,0.160450620553869,4.2512876082057325,-0.2656423251634378,2.75,3.0,Adopter
Rotterdam,Netherlands,51.9244,4.4777,23,2.0,0.0869565217391304,28,1.2173913043478262,9.5,7.0,435.0,435,0.0082694777773798,0.0095365085950201,1.0,57025,88.0,95.0,2.32,0,0.5,Europe,2.0,28.0,435.0,9.378857231185629,10.23076923076923,0.7011494252873564,0.5714285714285714,0.1777126368341501,0.28380061192764,0.1924853876129961,2.0828973902863144,-0.4335735161596624,1.4615384615384615,3.0,Adopter
Osaka,Japan,34.6937,135.5023,23,2.0,0.0869565217391304,27,1.173913043478261,10.07,7.0,324.0,324,0.0241995948922615,0.0079690357698173,19.3,33815,65.5,93.0,3.26,1,9.0,East Asia,0.1,1.4,16.79,9.914736219486342,10.88,0.6882716049382716,0.7407407407407407,0.320569779691293,0.2649525026541692,0.2039005322875551,4.1228859316984625,-0.1410668482370853,2.869565217391304,0.0,Dormant
Turin,Italy,45.0703,7.6869,22,1.0,0.0454545454545454,23,1.0454545454545454,10.3,4.0,346.0,346,0.0187088403831484,0.0079393857053039,1.7,34085,64.0,90.0,1.43,0,0.5,Europe,0.59,13.53,203.53,11.573617265176454,10.772727272727272,0.6705202312138728,0.7391304347826086,0.2073314096398418,-0.3027370933814721,0.1881792996456353,5.198900982762744,-0.0151767589570577,2.0,0.0,Dormant
Gothenburg,Sweden,57.7089,11.974600000000002,22,1.0,0.0454545454545454,34,1.5454545454545454,9.97,6.5,440.0,440,0.006553114411019,0.010233399088837,0.6,55870,76.0,97.0,3.4,0,1.0,Europe,1.67,56.67,733.33,10.332312640061692,10.272727272727272,0.6886363636363636,0.6470588235294118,0.2073314096398418,0.454643124855186,0.1580732861811354,1.441810574933527,-0.1585030176826188,1.5769230769230769,3.0,Adopter
Eindhoven,Netherlands,51.4416,5.4697,21,4.0,0.1904761904761904,33,1.5714285714285714,6.18,1.0,549.0,549,0.0099928687659053,0.0131127133753488,0.24,57025,88.0,95.0,2.32,0,0.5,Europe,16.67,137.5,2287.5,10.90714944845394,7.0344827586206895,0.73224043715847,0.6875,0.1554985572298813,0.2983554209814117,0.258243219214151,1.449137674618944,0.1826516818441421,1.0,3.0,Adopter
Saint Petersburg,Russia,59.93429999999999,30.3351,20,0.0,0.0,29,1.45,15.41,13.0,332.0,332,0.0288243508363715,0.007585216418252,5.4,11480,82.0,88.0,1.1,1,2.0,Europe,0.0,5.37,61.48,13.08083997242671,15.413793103448276,0.6987951807228916,0.6206896551724138,0.2487976915678102,0.3410161912367286,0.1493007356996233,4.439522452461675,-0.3317990606145987,2.25,0.0,Dormant
Grenoble,France,45.1885,5.7245,19,1.0,0.0526315789473684,21,1.105263157894737,14.05,15.0,242.0,242,0.0273969428974431,0.0057583471806592,0.45,42330,67.0,92.0,2.22,0,0.5,Europe,2.22,46.67,537.78,10.80035272792602,14.75,0.6528925619834711,0.6190476190476191,0.2073314096398418,0.0419337202359666,0.1815661952243599,4.14291475775914,0.0051091447914366,2.0526315789473686,0.0,Dormant
Riyadh,Saudi Arabia,24.7136,46.6753,18,0.0,0.0,26,1.4444444444444444,10.08,6.0,388.0,388,0.0163576890066433,0.0085309850355826,7.7,32586,70.0,99.0,0.8,0,3.0,Middle East,0.0,3.38,50.39,10.832998022424178,10.076923076923077,0.9742268041237112,0.7692307692307693,0.2487976915678102,0.1697110790016613,0.2012212788545908,8.300078574798318,-0.3112445396372607,2.9583333333333335,0.0,Dormant
Detroit,United States,42.3314,-83.0458,18,0.0,0.0,23,1.2777777777777777,8.57,6.0,216.0,216,0.026471157023797,0.0052007940232517,4.39,76330,88.2,92.0,3.46,0,-5.5,North America,0.0,5.24,49.2,7.500461118894454,8.565217391304348,0.5787037037037037,0.6086956521739131,0.2487976915678102,0.1444684591341619,0.2057887487900376,1.970013294613105,-0.0873555864125294,3.4761904761904763,0.0,Dormant
Kyoto,Japan,35.0116,135.7681,18,3.0,0.1666666666666666,29,1.6111111111111112,5.79,3.0,354.0,354,0.0124708344982796,0.0079573855842573,1.5,33815,65.5,93.0,3.26,1,9.0,East Asia,2.0,19.33,236.0,7.925453165704368,6.461538461538462,0.7231638418079096,0.6896551724137931,0.1554985572298813,0.22964627984971,0.1601951534882302,4.804329188072818,-0.2101688982872189,3.8,0.0,Dormant
Johannesburg,South Africa,-26.2041,28.0473,17,2.0,0.1176470588235294,29,1.7058823529411764,10.69,9.0,390.0,390,0.0122298859374868,0.0086137582495376,6.1,6190,24.0,72.0,0.83,0,2.0,Africa,0.33,4.75,63.93,8.787586407930636,11.48148148148148,0.982051282051282,0.5862068965517241,0.1777126368341501,0.5344067359989616,0.5285775787596454,4.28482015894091,-0.3222452639577349,3.217391304347826,1.0,Connector
Hsinchu,Taiwan,24.8138,120.96750000000002,17,6.0,0.3529411764705882,39,2.2941176470588234,8.26,5.0,517.0,517,0.0062180953887524,0.0125114808083732,0.45,32756,84.0,90.0,3.76,1,8.0,East Asia,13.33,86.67,1148.89,9.463831283581854,9.757575757575758,0.7059961315280464,0.75,0.2949080416217319,0.4350341681792054,0.1295990673772266,2.5873970812215856,0.0152320398106243,2.0,3.0,Adopter
Canberra,Australia,-35.2809,149.13,16,2.0,0.125,19,1.1875,9.32,5.0,228.0,228,0.024950110789047,0.0051074300104214,0.47,63530,113.0,96.0,1.68,0,10.0,Oceania,4.26,40.43,485.11,11.372738513064904,10.411764705882351,0.956140350877193,0.5789473684210527,0.1777126368341501,0.3097650724239543,0.1588714865086724,3.315996582225822,-0.3081298883042062,7.125,0.0,Dormant
Mexico City,Mexico,19.4326,-99.1332,15,2.0,0.1333333333333333,20,1.3333333333333333,10.4,7.5,322.0,322,0.0139876989977044,0.0073032660757414,21.8,13650,43.0,77.0,0.28,1,-6.5,Latin America,0.09,0.92,14.77,10.81616723632778,11.555555555555555,0.9751552795031057,0.55,0.1777126368341501,0.5161282462799973,0.2261255940410383,2.3584952830141512,-0.0255616722375903,1.7333333333333334,1.0,Connector
Krakow,Poland,50.0647,19.945,13,0.0,0.0,21,1.6153846153846154,12.62,9.0,181.0,181,0.0315785313260171,0.0046618057643824,0.78,18320,67.0,87.0,1.44,0,1.5,Europe,0.0,26.92,232.05,11.863710172101266,12.61904761904762,0.7071823204419889,0.5238095238095238,0.2487976915678102,0.2906492463839206,0.1471739431806066,3.183392361633196,-0.0401672251067853,6.555555555555555,0.0,Dormant
Nagoya,Japan,35.1815,136.9066,11,2.0,0.1818181818181818,17,1.5454545454545454,4.47,4.0,153.0,153,0.0375823589327681,0.0035500737752353,9.5,33815,65.5,93.0,3.26,0,9.0,East Asia,0.21,1.79,16.11,3.809817040535272,5.066666666666666,0.738562091503268,0.4705882352941176,0.1777126368341501,0.7404756276505983,0.2156261004852599,2.774029216723951,0.1206817928809277,2.6923076923076925,0.0,Dormant
Busan,South Korea,35.1796,129.0756,11,0.0,0.0,15,1.3636363636363635,6.93,6.0,170.0,170,0.0497472919944653,0.0036765764714067,3.4,32255,98.0,97.6,4.93,1,8.5,East Asia,0.0,4.41,50.0,7.065678277689236,6.933333333333334,0.7764705882352941,0.6666666666666666,0.2487976915678102,-0.3947170954762377,0.2052036270320781,4.479501542128775,-0.5284834513883553,4.071428571428571,0.0,Dormant
Haifa,Israel,32.794,34.9896,7,1.0,0.1428571428571428,13,1.8571428571428572,5.54,5.0,154.0,154,0.0579580877422969,0.0037217040571912,1.0,52170,63.0,90.0,5.44,0,2.5,Middle East,1.0,13.0,154.0,3.281650616569468,6.0,0.9805194805194806,0.6153846153846154,0.2073314096398418,-0.4115202143693407,0.1974521772420228,3.162277660168379,-0.466723057072307,2.25,0.0,Dormant
Jerusalem,Israel,31.7683,35.2137,7,4.0,0.5714285714285714,13,1.8571428571428572,9.62,7.0,148.0,148,0.036308594689319,0.0033228062015328,0.97,52170,63.0,90.0,5.44,0,2.5,Middle East,4.12,13.4,152.58,11.33239060935851,13.88888888888889,0.972972972972973,0.7272727272727273,0.4634269225484358,0.3157270807835624,0.2021683055668133,3.2829526005987018,0.292263802834085,2.4444444444444446,0.0,Dormant
Tsukuba,Japan,36.0835,140.0766,6,1.0,0.1666666666666666,6,1.0,6.5,5.5,126.0,126,0.0357269221099906,0.0031083105581682,0.25,33815,65.5,93.0,3.26,0,9.5,East Asia,4.0,24.0,504.0,4.679743582719036,7.8,0.6587301587301587,0.5,0.3739980763065085,0.0895628157404359,0.2183412485399135,2.23606797749979,-0.6858700842580455,1.0,3.0,Adopter
Manila,Philippines,14.5995,120.9842,6,0.0,0.0,10,1.6666666666666667,7.0,3.5,122.0,122,0.0366327582135238,0.0028887892996057,13.9,3670,36.0,53.0,0.16,0,8.0,Southeast Asia,0.0,0.72,8.78,7.055336829505575,7.0,0.9590163934426228,0.8,0.2487976915678102,0.3625099700084817,0.1651294381335186,3.993049516903646,-0.1148086520345802,6.0,0.0,Dormant
Bogota,Colombia,4.711,-74.0721,3,0.0,0.0,3,1.0,15.67,13.0,64.0,64,0.1243515777051608,0.0014184987232581,10.6,6340,56.0,73.0,0.29,0,-5.0,Latin America,0.0,0.28,6.04,7.371114795831994,15.666666666666666,0.984375,0.6666666666666666,0.2487976915678102,0.2062119613653258,0.1532685445277475,1.5275252316519468,-0.218814189271241,2.3333333333333335,0.0,Dormant
