author,entity_type,raw_location,source,status,fetched_at
silk-road,unknown,,unmatched,skipped,
silma-ai,unknown,,unmatched,skipped,
silveroxides,unknown,,unmatched,skipped,
simon3000,unknown,,unmatched,skipped,
simplescaling,unknown,,unmatched,skipped,
skt,unknown,,unmatched,skipped,
skytnt,unknown,,unmatched,skipped,
slauw87,unknown,,unmatched,skipped,
sleeepeer,user,"State College, United States",cached_github,ok,
smilegate-ai,unknown,,unmatched,skipped,
smolagents,unknown,,unmatched,skipped,
smp-hub,unknown,,unmatched,skipped,
snake7gun,unknown,,unmatched,skipped,
snorkelai,unknown,,unmatched,skipped,
snrspeaks,unknown,,unmatched,skipped,
snunlp,organization,"Seoul, South Korea",manual,manual,
society-ethics,unknown,,unmatched,skipped,
softcatala,unknown,,unmatched,skipped,
software-mansion,organization,"Kraków, Poland",cached_github,ok,
soleimanian,unknown,,unmatched,skipped,
solidrust,unknown,,unmatched,skipped,
somosnlp-hackathon-2022,unknown,,unmatched,skipped,
songweig,unknown,,unmatched,skipped,
sonoisa,unknown,,unmatched,skipped,
sophiamyang,unknown,,unmatched,skipped,
sophosympatheia,unknown,,unmatched,skipped,
spacy,unknown,,unmatched,skipped,
sparse-encoder-testing,unknown,,unmatched,skipped,
spatialverse,unknown,,unmatched,skipped,
speakleash,unknown,,unmatched,skipped,
speechbrain,unknown,,unmatched,skipped,
speechcolab,unknown,,unmatched,skipped,
squeezebert,unknown,,unmatched,skipped,
srinivasbilla,unknown,,unmatched,skipped,
sshleifer,unknown,,unmatched,skipped,
ssmits,unknown,,unmatched,skipped,
stabilityai,organization,"London, UK",manual,manual,
stable-diffusion-v1-5,unknown,,unmatched,skipped,
stablediffusionapi,unknown,,unmatched,skipped,
stai-tuebingen,unknown,,unmatched,skipped,
staka,unknown,,unmatched,skipped,
stanford-crfm,unknown,,unmatched,skipped,
stanford-oval,organization,"Stanford, CA",cached_github,ok,
stanfordnlp,organization,"San Francisco, CA, USA",manual,manual,
starmpcc,user,Republic of Korea,cached_github,ok,
starsfriday,unknown,,unmatched,skipped,
starvector,unknown,,unmatched,skipped,
stas,unknown,,unmatched,skipped,
state-spaces,unknown,,unmatched,skipped,
statmt,unknown,,unmatched,skipped,
stdstu123,unknown,,unmatched,skipped,
stduhpf,unknown,,unmatched,skipped,
stefan-it,user,"Bavarian Oberland, Germany",cached_github,ok,
stefanruseti,unknown,,unmatched,skipped,
stelterlab,unknown,,unmatched,skipped,
stepfun-ai,unknown,,unmatched,skipped,
stevenbucaille,unknown,,unmatched,skipped,
stjiris,unknown,,unmatched,skipped,
storytracer,unknown,,unmatched,skipped,
strangerguardhf,unknown,,unmatched,skipped,
strangerzonehf,unknown,,unmatched,skipped,
strombergnlp,unknown,,unmatched,skipped,
studio-ousia,unknown,,unmatched,skipped,
styletts2,unknown,,unmatched,skipped,
succinctly,unknown,,unmatched,skipped,
sugoitoolkit,unknown,,unmatched,skipped,
suhaisheng0527,unknown,,unmatched,skipped,
suinleelab,unknown,,unmatched,skipped,
sujet-ai,unknown,,unmatched,skipped,
sumedh,unknown,,unmatched,skipped,
sunghong,unknown,,unmatched,skipped,
suno,unknown,,unmatched,skipped,
sunzeyeah,unknown,,unmatched,skipped,
superb,unknown,,unmatched,skipped,
susnato,user,"Kolkata, India",cached_github,ok,
svjack,unknown,,unmatched,skipped,
swap-uniba,unknown,,unmatched,skipped,
sweetcocoa,unknown,,unmatched,skipped,
swiss-ai,unknown,,unmatched,skipped,
syaimu,unknown,,unmatched,skipped,
symanto,unknown,,unmatched,skipped,
syscv-community,unknown,,unmatched,skipped,
syssec-utd,unknown,,unmatched,skipped,
syzymon,user,"Warsaw, Poland",cached_github,ok,
t-tech,unknown,,unmatched,skipped,
taa,unknown,,unmatched,skipped,
tablegpt,unknown,,unmatched,skipped,
tabularisai,unknown,,unmatched,skipped,
taesiri,user,Planet Mars,cached_github,ok,
taide,unknown,,unmatched,skipped,
taishi-i,unknown,,unmatched,skipped,
takala,unknown,,unmatched,skipped,
takarajordan,unknown,,unmatched,skipped,
tals,unknown,,unmatched,skipped,
tanaos,unknown,,unmatched,skipped,
taneemishere,unknown,,unmatched,skipped,
tanganke,user,China,cached_github,ok,
taobao-mnn,unknown,,unmatched,skipped,
tarn59,unknown,,unmatched,skipped,
taronaeo,user,Singapore,cached_github,ok,
tarteel-ai,unknown,,unmatched,skipped,
tartuNLP,unknown,,unmatched,skipped,
tasksource,unknown,,unmatched,skipped,
tastypear,unknown,,unmatched,skipped,
tatsu-lab,unknown,,unmatched,skipped,
tau,unknown,,unmatched,skipped,
teapotai,unknown,,unmatched,skipped,
tech4humans,unknown,,unmatched,skipped,
teddylee777,user,Pangyo,cached_github,ok,
teknium,unknown,,unmatched,skipped,
telosnex,organization,United States of America,cached_github,ok,
tencent,organization,"Shenzhen, China",manual,manual,
tensorart,unknown,,unmatched,skipped,
tenyx,unknown,,unmatched,skipped,
tetf,unknown,,unmatched,skipped,
teticio,user,"Madrid, Spain",cached_github,ok,
tetrisd,unknown,,unmatched,skipped,
texelmoda,unknown,,unmatched,skipped,
textattack,unknown,,unmatched,skipped,
textdetox,unknown,,unmatched,skipped,
thainq107,unknown,,unmatched,skipped,
thang101020,unknown,,unmatched,skipped,
theaiinstitute,unknown,,unmatched,skipped,
theainerd,unknown,,unmatched,skipped,
theairlabcmu,unknown,,unmatched,skipped,
theatticusproject,unknown,,unmatched,skipped,
thebajajra,unknown,,unmatched,skipped,
theblackcat102,user,"Taiwan, Taipei",cached_github,ok,
thedeoxen,unknown,,unmatched,skipped,
theintuitiveye,unknown,,unmatched,skipped,
thelamapi,unknown,,unmatched,skipped,
thenlper,unknown,,unmatched,skipped,
thesven,unknown,,unmatched,skipped,
thibaud,unknown,,unmatched,skipped,
thilina,unknown,,unmatched,skipped,
thinhlpg,user,Vietnam,cached_github,ok,
thisisiron,unknown,,unmatched,skipped,
thomas-sounack,unknown,,unmatched,skipped,
thomas-yanxin,user,Beijing China,cached_github,ok,
thu-coai,organization,"Beijing, China",cached_github,ok,
thu-pacman,organization,"Beijing, China",cached_github,ok,
thuml,unknown,,unmatched,skipped,
tiantiaf,unknown,,unmatched,skipped,
tianweiy,user,Palo Alto,cached_github,ok,
tiiuae,organization,"Abu Dhabi, UAE",manual,manual,
timbrooks,unknown,,unmatched,skipped,
timdettmers,user,"Seattle, USA",cached_github,ok,
timm,organization,"London, UK",manual,manual,
timpal0l,unknown,,unmatched,skipped,
tincans-ai,unknown,,unmatched,skipped,
tiny-random,unknown,,unmatched,skipped,
tinyBenchmarks,unknown,,unmatched,skipped,
tjohn327,unknown,,unmatched,skipped,
tk93,unknown,,unmatched,skipped,
tlennon-ie,unknown,,unmatched,skipped,
tloen,user,"San Francisco, CA",cached_github,ok,
tmadge,unknown,,unmatched,skipped,
tner,unknown,,unmatched,skipped,
tngtech,unknown,,unmatched,skipped,
togethercomputer,organization,"San Francisco, CA, USA",manual,manual,
tohoku-nlp,unknown,,unmatched,skipped,
tokyotech-llm,unknown,,unmatched,skipped,
tomaarsen,user,Netherlands,cached_github,ok,
tomerRest,unknown,,unmatched,skipped,
tomg-group-umd,unknown,,unmatched,skipped,
tomh,unknown,,unmatched,skipped,
tomofi,unknown,,unmatched,skipped,
tonytan48,unknown,,unmatched,skipped,
torchgeo,unknown,,unmatched,skipped,
tori29umai,unknown,,unmatched,skipped,
toxigen,unknown,,unmatched,skipped,
transformers-community,unknown,,unmatched,skipped,
transformersbook,unknown,,unmatched,skipped,
trashpanda-org,unknown,,unmatched,skipped,
trentmkelly,unknown,,unmatched,skipped,
trillionlabs,unknown,,unmatched,skipped,
tristayqc,unknown,,unmatched,skipped,
trl-internal-testing,organization,"New York, NY, USA",manual,manual,
trl-lib,unknown,,unmatched,skipped,
trpakov,unknown,,unmatched,skipped,
trt19,unknown,,unmatched,skipped,
truthfulqa,unknown,,unmatched,skipped,
tryonlabs,unknown,,unmatched,skipped,
ttsds,unknown,,unmatched,skipped,
tue-mps,organization,"Eindhoven, The Netherlands",cached_github,ok,
tuhanasinan,unknown,,unmatched,skipped,
tuner007,unknown,,unmatched,skipped,
tunib,unknown,,unmatched,skipped,
turboderp,unknown,,unmatched,skipped,
turing-motors,unknown,,unmatched,skipped,
turkish-nlp-suite,unknown,,unmatched,skipped,
twhitworth,unknown,,unmatched,skipped,
typeform,unknown,,unmatched,skipped,
typhoon-ai,unknown,,unmatched,skipped,
tyqiangz,unknown,,unmatched,skipped,
ubergarm,unknown,,unmatched,skipped,
ucinlp,unknown,,unmatched,skipped,
ucirvine,unknown,,unmatched,skipped,
uclanlp,unknown,,unmatched,skipped,
uer,organization,"Beijing, China",manual,manual,
ufldl-stanford,unknown,,unmatched,skipped,
ulab-ai,unknown,,unmatched,skipped,
umint,unknown,,unmatched,skipped,
umm-maybe,unknown,,unmatched,skipped,
unicamp-dl,unknown,,unmatched,skipped,
unimelb-nlp,unknown,,unmatched,skipped,
unitary,unknown,,unmatched,skipped,
unity,unknown,,unmatched,skipped,
universitytehran,unknown,,unmatched,skipped,
unkmaster,unknown,,unmatched,skipped,
unsloth,organization,"San Francisco, CA, USA",manual,manual,
unslothai,organization,United States of America,cached_github,ok,
unum-cloud,organization,United Kingdom,cached_github,ok,
uoft-cs,unknown,,unmatched,skipped,
uonlp,organization,"Hanoi, Vietnam",manual,manual,
upskyy,user,"Seoul, South Korea",cached_github,ok,
upstage,unknown,,unmatched,skipped,
urchade,user,Paris,cached_github,ok,
user9000,unknown,,unmatched,skipped,
ustc-community,unknown,,unmatched,skipped,
usyd-community,unknown,,unmatched,skipped,
utrobinmv,unknown,,unmatched,skipped,
utter-project,unknown,,unmatched,skipped,
uukuguy,unknown,,unmatched,skipped,
uv-scripts,unknown,,unmatched,skipped,
uwnlp,unknown,,unmatched,skipped,
uygarkurt,unknown,,unmatched,skipped,
vafipas663,unknown,,unmatched,skipped,
vaiv,unknown,,unmatched,skipped,
valentinafevu,unknown,,unmatched,skipped,
valhalla,unknown,,unmatched,skipped,
valiantcat,unknown,,unmatched,skipped,
vandijklab,unknown,,unmatched,skipped,
vantagewithai,unknown,,unmatched,skipped,
vasista22,unknown,,unmatched,skipped,
vblagoje,user,Berlin,cached_github,ok,
vectara,unknown,,unmatched,skipped,
vennify,unknown,,unmatched,skipped,
vibevoice,unknown,,unmatched,skipped,
vibhorag101,unknown,,unmatched,skipped,
vibrantlabsai,unknown,,unmatched,skipped,
vicgalle,user,Madrid,cached_github,ok,
vidore,unknown,,unmatched,skipped,
vijil,unknown,,unmatched,skipped,
vikhyatk,organization,"San Francisco, CA, USA",manual,manual,
vikp,unknown,,unmatched,skipped,
vilarin,unknown,,unmatched,skipped,
vilsonrodrigues,unknown,,unmatched,skipped,
vinai,organization,"Hanoi, Vietnam",manual,manual,
vinid,user,San Francisco,cached_github,ok,
virtuoussy,unknown,,unmatched,skipped,
visheratin,user,"Hillsboro, OR, USA",cached_github,ok,
vishnun,unknown,,unmatched,skipped,
visolex,unknown,,unmatched,skipped,
vivien,unknown,,unmatched,skipped,
vivym,unknown,,unmatched,skipped,
vngrs-ai,unknown,,unmatched,skipped,
vogent,unknown,,unmatched,skipped,
voidful,user,Taiwan,cached_github,ok,
volrath50,unknown,,unmatched,skipped,
votepurchase,unknown,,unmatched,skipped,
vsevolodpl,unknown,,unmatched,skipped,
vumichien,user,Japan,cached_github,ok,
w11wo,user,"Sydney, Australia",cached_github,ok,
waifu-diffusion,unknown,,unmatched,skipped,
wajidlinux99,unknown,,unmatched,skipped,
wallstoneai,unknown,,unmatched,skipped,
wangfuyun,unknown,,unmatched,skipped,
wangrui6,user,San Francisco,cached_github,ok,
wangyi111,unknown,,unmatched,skipped,
wanng,unknown,,unmatched,skipped,
warp-ai,unknown,,unmatched,skipped,
warshanks,unknown,,unmatched,skipped,
watt-ai,unknown,,unmatched,skipped,
waveletdeboshir,unknown,,unmatched,skipped,
wavymulder,unknown,,unmatched,skipped,
wayveai,organization,United Kingdom,cached_github,ok,
webis,unknown,,unmatched,skipped,
webml-community,unknown,,unmatched,skipped,
weijiahaha,unknown,,unmatched,skipped,
weiweishi,unknown,,unmatched,skipped,
weizhiwang,unknown,,unmatched,skipped,
weizmannscience,unknown,,unmatched,skipped,
wenbopan,unknown,,unmatched,skipped,
wendlerc,unknown,,unmatched,skipped,
wenge-research,user,Beijing,cached_github,ok,
westenfelder,unknown,,unmatched,skipped,
westlake-repl,organization,China,cached_github,ok,
whispAI,unknown,,unmatched,skipped,
wietsedv,unknown,,unmatched,skipped,
wikeeyang,unknown,,unmatched,skipped,
wikimedia,unknown,,unmatched,skipped,
winglian,user,"Annapolis, MD",cached_github,ok,
winninghealth,user,"Shanghai, China",cached_github,ok,
wisdomik,unknown,,unmatched,skipped,
wkcn,user,China,cached_github,ok,
wmt,unknown,,unmatched,skipped,
wojtab,unknown,,unmatched,skipped,
wolfram,unknown,,unmatched,skipped,
wonrax,user,"Ho Chi Minh City, Vietnam",cached_github,ok,
worldbenchmark,unknown,,unmatched,skipped,
worstchan,unknown,,unmatched,skipped,
worstplayer,unknown,,unmatched,skipped,
wsbagnsv1,unknown,,unmatched,skipped,
wsntxxn,unknown,,unmatched,skipped,
wyu1,unknown,,unmatched,skipped,
x-humanoid-robomind,unknown,,unmatched,skipped,
xDAN-AI,unknown,,unmatched,skipped,
xai-org,unknown,,unmatched,skipped,
xbgoose,unknown,,unmatched,skipped,
xey,unknown,,unmatched,skipped,
xi0v,unknown,,unmatched,skipped,
xiangxinai,unknown,,unmatched,skipped,
xiaolxl,unknown,,unmatched,skipped,
xingyang1,unknown,,unmatched,skipped,
xingyaoww,unknown,,unmatched,skipped,
xinsir,unknown,,unmatched,skipped,
xkeyC,unknown,,unmatched,skipped,
xlangai,unknown,,unmatched,skipped,
xlnet,unknown,,unmatched,skipped,
xmj2002,unknown,,unmatched,skipped,
xsway,unknown,,unmatched,skipped,
xtuner,unknown,,unmatched,skipped,
xu-song,user,"Beijing, China",cached_github,ok,
xverse,unknown,,unmatched,skipped,
xyn-ai,unknown,,unmatched,skipped,
xz56,unknown,,unmatched,skipped,
yaak-ai,unknown,,unmatched,skipped,
yahma,unknown,,unmatched,skipped,
yahoo-inc,unknown,,unmatched,skipped,
yainage90,unknown,,unmatched,skipped,
yale-nlp,unknown,,unmatched,skipped,
yaleiyaleichiling,unknown,,unmatched,skipped,
yam-peleg,unknown,,unmatched,skipped,
yandex,organization,"Moscow, Russia",manual,manual,
yangheng,unknown,,unmatched,skipped,
yanolja,unknown,,unmatched,skipped,
yaojialzc,unknown,,unmatched,skipped,
ybelkada,unknown,,unmatched,skipped,
ybisk,unknown,,unmatched,skipped,
ydshieh,user,Paris,cached_github,ok,
yeajinmin,unknown,,unmatched,skipped,
yec019,unknown,,unmatched,skipped,
yehiaserag,unknown,,unmatched,skipped,
yentinglin,unknown,,unmatched,skipped,
yhavinga,unknown,,unmatched,skipped,
yichengup,unknown,,unmatched,skipped,
yifeihu,unknown,,unmatched,skipped,
yifengzhu-hf,unknown,,unmatched,skipped,
yikuan8,unknown,,unmatched,skipped,
yingzhac,unknown,,unmatched,skipped,
yiren-lu,unknown,,unmatched,skipped,
yiren98,unknown,,unmatched,skipped,
yisol,unknown,,unmatched,skipped,
yitingxie,unknown,,unmatched,skipped,
yixuantt,unknown,,unmatched,skipped,
yiyanghkust,unknown,,unmatched,skipped,
yizhangliu,unknown,,unmatched,skipped,
yizhongw,user,Seattle,cached_github,ok,
yizhouz,unknown,,unmatched,skipped,
ylacombe,unknown,,unmatched,skipped,
ylecun,unknown,,unmatched,skipped,
ynie,unknown,,unmatched,skipped,
yodayo-ai,unknown,,unmatched,skipped,
yongchao98,unknown,,unmatched,skipped,
yonigozlan,unknown,,unmatched,skipped,
yousef4,unknown,,unmatched,skipped,
ysharma,unknown,,unmatched,skipped,
ystemsrx,unknown,,unmatched,skipped,
ytu-ce-cosmos,unknown,,unmatched,skipped,
ytz20,unknown,,unmatched,skipped,
yufanhuangNV,unknown,,unmatched,skipped,
yuhuili,unknown,,unmatched,skipped,
yujiepan,unknown,,unmatched,skipped,
yunconglong,unknown,,unmatched,skipped,
yuntian-deng,unknown,,unmatched,skipped,
yuu1234,unknown,,unmatched,skipped,
yuvalkirstain,unknown,,unmatched,skipped,
yuyijiong,unknown,,unmatched,skipped,
yys,unknown,,unmatched,skipped,
yzwang,unknown,,unmatched,skipped,
zai-org,organization,"Beijing, China",manual,manual,
zalando-datasets,unknown,,unmatched,skipped,
zama-fhe,unknown,,unmatched,skipped,
zatochu,unknown,,unmatched,skipped,
zeahub,unknown,,unmatched,skipped,
zed-industries,unknown,,unmatched,skipped,
zeio,unknown,,unmatched,skipped,
zen-E,unknown,,unmatched,skipped,
zenafey,unknown,,unmatched,skipped,
zer0int,unknown,,unmatched,skipped,
zeroMN,unknown,,unmatched,skipped,
zeroentropy,unknown,,unmatched,skipped,
zerofata,unknown,,unmatched,skipped,
zerogpu-aoti,unknown,,unmatched,skipped,
zeroshot,unknown,,unmatched,skipped,
zh-plus,user,ShenZhen China,cached_github,ok,
zheng95z,unknown,,unmatched,skipped,
zhengchong,unknown,,unmatched,skipped,
zhihan1996,user,Bay Area,cached_github,ok,
zhiqiulin,unknown,,unmatched,skipped,
zhiyuanyou,unknown,,unmatched,skipped,
zhx123,unknown,,unmatched,skipped,
zju-community,unknown,,unmatched,skipped,
zjunlp,organization,China,cached_github,ok,
zstanjj,unknown,,unmatched,skipped,
zwhe99,user,"Shanghai, China",cached_github,ok,
zxbsmk,unknown,,unmatched,skipped,
zzliang,unknown,,unmatched,skipped,
